,RAdeg,DEdeg,PosErr,ID_Flag,GLON,GLAT,Porb,Ppulse,Gaia_DR3_ID,Gmag,e_Gmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,N_H,Min_Soft_Flux,Max_Soft_Flux,Soft_Xray_Var,Min_Hard_Flux,Max_Hard_Flux,Hard_Xray_Var,Mean_Mass,Low_Mass,High_Mass,Mean_Dist,Low_Dist,High_Dist,Teff,Lopt
e_Gmag,0.13946544871236738,0.004475682952915709,0.46189309556293096,-0.016930324981170284,-0.22429904676691748,0.07011599671816598,-0.11167205552947451,-0.0773700288347277,0.021279768518220107,0.32626320035142614,1.0,0.36666959606297334,0.3287068987839163,0.15785764703670477,-0.014312175566830534,0.04952501325472071,-0.016270033767379694,-0.01859104951732361,-0.03161992573469126,0.14511436522048732,0.11276759135904778,0.10689009735731979,0.10568671987269278,-0.02970797690823686,-0.03174718236074706,-0.033942831626278556,0.033433701091311836,-0.07319877587462267,-0.07592016478892978,-0.19243882760621658,-0.07586582444529812,-0.04887344400623522,-0.05736263481986761,0.12815115530554133,0.028723117758307524,0.19784472846710846,-0.13886690610865643,-0.2035090030993488
Vmag,0.290222593935795,0.052659948578538764,0.060490304982983335,0.10652820392878466,-0.19693303395867395,0.16178638646490384,-0.19919003835516463,-0.3271717085755086,0.02591541583600974,0.970728165376955,0.36666959606297334,1.0,0.6842596086089333,0.8363363707889492,-0.2189299207412116,0.7651829249692563,-0.21838829780459085,0.7104271281913388,-0.15524427352571793,0.6317150236330253,-0.3825240764504675,0.6363259861915411,-0.3085790047754119,-0.12418709406539952,-0.10822952471295173,-0.10607153083166353,0.33037819468248775,-0.2863585939916389,-0.28382633555692843,-0.10216012902151494,-0.3814874642501173,-0.26564345778347714,-0.2578527126125459,0.45274541190419254,0.2952816435193242,0.5481148153860329,-0.44742252324040266,-0.28012151499470805
e_Vmag,-0.0351628494456386,-0.13011166108490657,0.11382262527670958,0.34181403670576316,0.14566625397813238,0.17125892271254636,-0.12205864769751186,-0.1276172023313429,0.07313199462720849,0.5865450453069282,0.3287068987839163,0.6842596086089333,1.0,0.31805261288257175,-0.00384086157783874,0.21278025644924112,-0.12924390432032232,0.1582555299389777,-0.07712910394583967,0.09302095180506692,-0.19185814423761116,0.10171909411816162,-0.14662791961822416,0.23178093284095386,0.09444039375036077,0.11496174853449205,-0.1328389708909661,-0.07740112416366969,-0.05790765210568429,-0.18127513898941852,1.0000000000000004,0.999999999999998,1.0000000000000002,0.11451478333366467,0.07134380928093233,0.1816100635333525,-0.22437609334421316,-1.0
Jmag,0.32891624240635525,-0.11730383398549273,0.3872738870206187,0.3556693507416811,-0.044678521848646624,0.15374278209109832,-0.262331219036137,-0.46309979479603064,0.10696180358777116,0.8100703470369818,0.15785764703670477,0.8363363707889492,0.31805261288257175,1.0,0.06882930643721198,0.9796752004515168,-0.14017217583693295,0.9446604585692009,-0.1322012683478662,0.8806921204877819,-0.42707465686304863,0.8653144676633578,-0.25538399755716296,0.08621994903410768,-0.13183694763452017,-0.1257130296039628,0.09707834618133909,-0.2902049794566044,-0.2901912566030211,-0.2345204039388829,-0.35558594608153704,-0.40230860799769214,-0.3866775261550106,0.42788166743389133,0.16267486704276884,0.47833487483118786,-0.3493349521976394,-0.4228439020821112
e_Jmag,-0.029044248678625754,-0.11653739372772318,-0.020952817718282654,-0.02556343906447159,0.08383478550850681,-0.0185986353395368,0.0740954774601766,0.061661325700522365,0.10229366698786106,0.08503767208422669,-0.014312175566830534,-0.2189299207412116,-0.00384086157783874,0.06882930643721198,1.0,0.06485552163716787,0.16274005568199962,0.05800076096523687,0.2626087757954497,0.2842638342088422,-0.12968478748025145,0.2714669882671667,-0.09553238190643704,-0.0341609828497679,-0.016750984745345334,-0.017207134128534553,-0.02167604016525966,-0.0717453799938564,-0.07361597029446434,-0.13043688816614835,-0.10407891124141336,-0.25145365089607613,-0.2363188123392568,-0.015436675563530339,-0.11494013462391968,0.02913868645859191,-0.10970967527975552,-0.013128462661904051
Hmag,0.28477051840569434,-0.09114539110952173,0.35166122895023466,0.33581508429363854,-0.05519088662345516,0.13998635301246862,-0.27052504007073497,-0.5045511542781722,0.08637318750906452,0.7234033399644929,0.04952501325472071,0.7651829249692563,0.21278025644924112,0.9796752004515168,0.06485552163716787,1.0,-0.1749479868465984,0.9871058580919735,-0.16606986217084752,0.942562815094421,-0.4615059219063729,0.9315413441032472,-0.2885363819031168,0.025570834083693317,-0.1291771252485421,-0.12424110603443062,0.10921997728300097,-0.28601854909190205,-0.2872430612818652,-0.1939579055240472,-0.3916364837519309,-0.4201517422751616,-0.4063675058855897,0.39561236253294246,0.16029802522910422,0.4456105190587271,-0.2798912326719058,-0.3714714654911175
e_Hmag,0.023548500759690384,-0.0032037987307360566,0.10993389101011743,0.06340824040657027,-0.08394287512345124,0.02983317556328429,0.45466372193004334,0.7717285445719092,0.013345897349781102,-0.12294532253011489,-0.016270033767379694,-0.21838829780459085,-0.12924390432032232,-0.14017217583693295,0.16274005568199962,-0.1749479868465984,1.0,-0.1996576609211365,0.9021448715093252,-0.1788212662464402,-0.03613612110667723,-0.172887041743792,-0.1004074177427535,-0.10433301184937706,-0.05559102591747173,-0.05507922583647355,-0.026427188174363764,-0.08953376632326203,-0.09276970200218054,-0.07808820819126941,-0.11679066720275871,-0.3061934306783548,-0.3008391829946977,-0.16696270012698153,-0.2121827413542519,-0.1293106700247649,-0.09328859055058376,-0.3385066363415637
Kmag,0.2540927394414556,-0.07618146926120163,0.3192791389819916,0.3203740032472386,-0.04901504258137409,0.12770700844222632,-0.2789286987968429,-0.5186102158374921,0.07725940456441209,0.6563537802730186,-0.01859104951732361,0.7104271281913388,0.1582555299389777,0.9446604585692009,0.05800076096523687,0.9871058580919735,-0.1996576609211365,1.0,-0.17924968153922824,0.965780086548907,-0.4731167674120993,0.957898265063447,-0.3027163746255291,-0.0007661375837592391,-0.12334365027074909,-0.11946210033341127,0.11686234866776372,-0.27985245969579475,-0.2817276119300145,-0.15982758367357575,-0.414537556221918,-0.4212569282337126,-0.40870569610963686,0.37372202778792135,0.15570006502976697,0.4220070034277787,-0.25148526424203427,-0.3284702422976045
e_Kmag,0.02569802379789431,-0.017251483083921618,0.09555633962181172,0.047653853763692494,-0.01990060110236845,0.024717877623460227,0.46283907320653245,0.8286743282446349,0.0020333437278556173,-0.13228869202466811,-0.03161992573469126,-0.15524427352571793,-0.07712910394583967,-0.1322012683478662,0.2626087757954497,-0.16606986217084752,0.9021448715093252,-0.17924968153922824,1.0,0.3894889415251888,-0.08793959447755052,0.3430526392242135,0.01300493400341093,-0.08905692431266847,-0.032352758033868556,-0.03636593393777233,-0.013963280154599533,-0.06942676980181203,-0.07126836922505694,-0.0638964129685285,-0.259690855774871,-0.31153239567370244,-0.3026236806436413,-0.1146571098813021,-0.16049408031317058,-0.08192772375446969,-0.10302685210670626,-0.21648179048585395
W1mag,0.18116352675768557,0.04723325290302301,0.32865409532462747,0.3847940058932978,-0.14359563017389324,0.21147512835232984,-0.16978016830844214,-0.18189976576776076,-0.08053049775598956,0.7094787856452265,0.14511436522048732,0.6317150236330253,0.09302095180506692,0.8806921204877819,0.2842638342088422,0.942562815094421,-0.1788212662464402,0.965780086548907,0.3894889415251888,1.0,-0.3907053173165519,0.9859825856183648,-0.29181644577981053,0.03824785281861903,-0.13406696945048904,-0.121238437486045,0.25561361755806467,-0.2883611433387862,-0.28762922835946925,-0.3224145607700028,-0.3140826563265417,-0.36541675210909974,-0.353166301981593,0.5213752837049084,0.3277591962893933,0.5443124181438516,-0.2644028408701668,-0.19960361848811267
e_W1mag,-0.1183347669201413,0.01713301146551915,-0.1065371077434196,-0.11048795242680416,0.05826774808766191,-0.24378728921059464,0.16045404090894883,-0.08119196552479063,-0.06282171865023775,-0.4450849985905729,0.11276759135904778,-0.3825240764504675,-0.19185814423761116,-0.42707465686304863,-0.12968478748025145,-0.4615059219063729,-0.03613612110667723,-0.4731167674120993,-0.08793959447755052,-0.3907053173165519,1.0,-0.4832000215755087,0.8628526873961472,0.2168848387828981,0.2435909162669275,0.24771799725531785,-0.08933124307200317,0.39546120042592303,0.39588526080415837,0.13672836098691915,0.695134173460859,0.3896272386640742,0.3784357965042509,-0.20722133659797903,-0.1942889884734348,-0.2135417988272483,0.2640848566859126,-0.19297219623458614
W2mag,0.1708542923420803,0.0316522820428013,0.3163117813364528,0.3738531909669317,-0.1279116768807327,0.2056925475615146,-0.20031830745832047,-0.150801971430903,-0.06962139853808753,0.7135134499147052,0.10689009735731979,0.6363259861915411,0.10171909411816162,0.8653144676633578,0.2714669882671667,0.9315413441032472,-0.172887041743792,0.957898265063447,0.3430526392242135,0.9859825856183648,-0.4832000215755087,1.0,-0.33804900635235524,-0.008250786885458149,-0.15046582421712906,-0.140043031903966,0.2684784038841722,-0.32751422450286743,-0.3274585553053558,-0.3352827567656057,-0.40888648560303437,-0.37667457714163866,-0.364817900732361,0.4995982535535858,0.3141719784964101,0.5201608318217144,-0.29288006044222353,-0.15882040020601224
e_W2mag,-0.08499909558037975,0.01954855206033922,-0.01818149833136562,-0.01969751930109154,0.05062053682263862,-0.26988554132116377,0.07905927209551178,-0.06688085416398792,-0.11524841094773676,-0.3517465786093532,0.10568671987269278,-0.3085790047754119,-0.14662791961822416,-0.25538399755716296,-0.09553238190643704,-0.2885363819031168,-0.1004074177427535,-0.3027163746255291,0.01300493400341093,-0.29181644577981053,0.8628526873961472,-0.33804900635235524,1.0,0.013802158441262171,0.1417765266769257,0.1457933202203127,-0.09832077845527594,0.2412133404616114,0.24155591862044412,-0.10683112392065866,0.22373663753668177,0.22578123742464165,0.21496270284241165,-0.18922878869820906,-0.20331557173478235,-0.1997254281208784,0.24163265959825925,-0.14598793844034302
N_H,0.12333217442472866,-0.21445810951371702,0.3948846502422217,0.4615025587717946,0.27293045526860127,0.10420286364942896,-0.16489385850444685,-0.026108429242235248,0.28817945780471965,0.17304577016764633,-0.02970797690823686,-0.12418709406539952,0.23178093284095386,0.08621994903410768,-0.0341609828497679,0.025570834083693317,-0.10433301184937706,-0.0007661375837592391,-0.08905692431266847,0.03824785281861903,0.2168848387828981,-0.008250786885458149,0.013802158441262171,1.0,-0.057505757837003804,-0.05679216607686327,-0.02118224804648557,-0.045851641111865286,-0.048372518903670246,-0.30807047203326665,-0.7274333524221533,-0.4011431463626209,-0.40084021826064703,0.03765898841436836,-0.09244054718070999,0.12615488070644468,-0.46162991695634,0.07729226408118571
Min_Soft_Flux,0.07373663400178036,0.1015152609777035,-0.029720646901918495,-0.04356600575186653,-0.0698808037832675,0.11081438709120556,-0.047053573328643225,-0.05001901793141726,-0.09558821391823419,-0.111346424708953,-0.03174718236074706,-0.10822952471295173,0.09444039375036077,-0.13183694763452017,-0.016750984745345334,-0.1291771252485421,-0.05559102591747173,-0.12334365027074909,-0.032352758033868556,-0.13406696945048904,0.2435909162669275,-0.15046582421712906,0.1417765266769257,-0.057505757837003804,1.0,0.99461638002649,-0.04320667215994001,0.9346114586064992,0.9342438980591399,0.25086269167622655,0.933097313512058,0.965222524232262,0.9642099062638662,-0.08074791110036857,-0.057117131278947665,-0.0878869195684529,0.023531348143856424,-0.15628227549049634
Max_Soft_Flux,0.07911343088129048,0.10876320114738411,-0.03050642992545726,-0.049919265982304804,-0.07252633213968651,0.11867267562802673,-0.05497076544196302,-0.08383598898515142,-0.09396355274758977,-0.11330393982180449,-0.033942831626278556,-0.10607153083166353,0.11496174853449205,-0.1257130296039628,-0.017207134128534553,-0.12424110603443062,-0.05507922583647355,-0.11946210033341127,-0.03636593393777233,-0.121238437486045,0.24771799725531785,-0.140043031903966,0.1457933202203127,-0.05679216607686327,0.99461638002649,1.0,0.17719400560415402,0.946944287620714,0.9463230008070121,-0.06899752741210859,0.9453477170656588,0.9623765339968345,0.9607822544636226,-0.0710064284324531,-0.04631486892902048,-0.08020872915047779,0.016678934784502726,0.6463082720890887
Soft_Xray_Var,0.06163221874880399,-0.039806944857584396,0.1417571544058774,0.1721263824426662,0.025737252651591186,0.019820037821131217,-0.03679847692035194,-0.05708083191913742,-0.041527608706185166,0.1687710405062962,0.033433701091311836,0.33037819468248775,-0.1328389708909661,0.09707834618133909,-0.02167604016525966,0.10921997728300097,-0.026427188174363764,0.11686234866776372,-0.013963280154599533,0.25561361755806467,-0.08933124307200317,0.2684784038841722,-0.09832077845527594,-0.02118224804648557,-0.04320667215994001,0.17719400560415402,1.0,-0.07966896868849217,-0.08454663587696094,-0.16144883487897607,-0.39301819426949836,-0.22278370828747768,-0.07303089922803857,0.3873644348472911,0.3961088633477502,0.3851486357395724,-0.1080771756113312,0.05147463804286078
Min_Hard_Flux,0.06849498396713284,0.13121981649820472,-0.05195177712823365,-0.08410931384937244,-0.0363633830080998,0.1933760906909349,-0.07099582273979603,-0.034865482932446235,-0.07348271541514786,-0.2670611595387892,-0.07319877587462267,-0.2863585939916389,-0.07740112416366969,-0.2902049794566044,-0.0717453799938564,-0.28601854909190205,-0.08953376632326203,-0.27985245969579475,-0.06942676980181203,-0.2883611433387862,0.39546120042592303,-0.32751422450286743,0.2412133404616114,-0.045851641111865286,0.9346114586064992,0.946944287620714,-0.07966896868849217,1.0,0.999327537675433,-0.13824354526587626,0.948211140442945,0.9505400074802078,0.9481260846258235,-0.19280859358566008,-0.13275479861276723,-0.20111793499954858,0.10696181192297625,0.2805999789146034
Max_Hard_Flux,0.06941287167267957,0.12436469844239045,-0.050124345739971876,-0.08729310112390443,-0.029661211897676728,0.194772619172048,-0.07035367077363733,-0.04158775889609845,-0.06843700312584493,-0.26647655478255305,-0.07592016478892978,-0.28382633555692843,-0.05790765210568429,-0.2901912566030211,-0.07361597029446434,-0.2872430612818652,-0.09276970200218054,-0.2817276119300145,-0.07126836922505694,-0.28762922835946925,0.39588526080415837,-0.3274585553053558,0.24155591862044412,-0.048372518903670246,0.9342438980591399,0.9463230008070121,-0.08454663587696094,0.999327537675433,1.0,0.2341080602613599,0.9469288097287986,0.9505604308322607,0.9483392050242213,-0.19883952397196558,-0.13724295368731965,-0.20703432212079043,0.10571080079081328,0.24115706958673383
Hard_Xray_Var,-0.24736272914800242,-0.25216546395774586,-0.06832408256320305,-0.05723082990349603,0.14247400196181068,0.25922990440196675,0.2971096204696439,-0.08727439099002711,0.26656531721788207,-0.22662568650167594,-0.19243882760621658,-0.10216012902151494,-0.18127513898941852,-0.2345204039388829,-0.13043688816614835,-0.1939579055240472,-0.07808820819126941,-0.15982758367357575,-0.0638964129685285,-0.3224145607700028,0.13672836098691915,-0.3352827567656057,-0.10683112392065866,-0.30807047203326665,0.25086269167622655,-0.06899752741210859,-0.16144883487897607,-0.13824354526587626,0.2341080602613599,1.0,-0.8328223952368439,-0.9530984670822721,-0.756768643134118,-0.2274891047255012,-0.1961192175273299,-0.22787923955602693,0.3063670411144604,-0.7652016412281807
Mean_Mass,0.31850722293151457,0.6254260256159819,-0.005406979096181352,0.008016296035251202,-0.33056354946864835,0.44179223575691234,-0.10288777242217552,-0.45790155414848344,-0.7943853559305194,-0.4392630934719262,-0.07586582444529812,-0.3814874642501173,1.0000000000000004,-0.35558594608153704,-0.10407891124141336,-0.3916364837519309,-0.11679066720275871,-0.414537556221918,-0.259690855774871,-0.3140826563265417,0.695134173460859,-0.40888648560303437,0.22373663753668177,-0.7274333524221533,0.933097313512058,0.9453477170656588,-0.39301819426949836,0.948211140442945,0.9469288097287986,-0.8328223952368439,1.0,0.9998950785958108,0.9998853653381559,-0.4328808039644101,-0.24086635779643736,-0.43363661021547567,0.8724467456601436,
Low_Mass,0.2950656654696203,0.6730767960059173,-0.19936700588558084,,-0.33764434603478205,0.31196147708583505,-0.08576504701905957,-0.5019842939583804,-0.7962922280642035,-0.331772221285598,-0.04887344400623522,-0.26564345778347714,0.999999999999998,-0.40230860799769214,-0.25145365089607613,-0.4201517422751616,-0.3061934306783548,-0.4212569282337126,-0.31153239567370244,-0.36541675210909974,0.3896272386640742,-0.37667457714163866,0.22578123742464165,-0.4011431463626209,0.965222524232262,0.9623765339968345,-0.22278370828747768,0.9505400074802078,0.9505604308322607,-0.9530984670822721,0.9998950785958108,1.0,0.9995815378954213,-0.3481916242420519,-0.1884315298106583,-0.3586841409546698,0.8057967075964341,
High_Mass,0.29831713509619506,0.6688019706019537,-0.18012242272712856,,-0.33101248488862006,0.30587407637394803,-0.08152468569698686,-0.2701814599558357,-0.7970383885696413,-0.3288656865116566,-0.05736263481986761,-0.2578527126125459,1.0000000000000002,-0.3866775261550106,-0.2363188123392568,-0.4063675058855897,-0.3008391829946977,-0.40870569610963686,-0.3026236806436413,-0.353166301981593,0.3784357965042509,-0.364817900732361,0.21496270284241165,-0.40084021826064703,0.9642099062638662,0.9607822544636226,-0.07303089922803857,0.9481260846258235,0.9483392050242213,-0.756768643134118,0.9998853653381559,0.9995815378954213,1.0,-0.349201119781921,-0.1916409135924719,-0.35733490141302326,0.8006121084565344,
Mean_Dist,0.19368247394173138,-0.013121263364758846,0.18815303328711974,0.363859347450172,-0.0591719257625217,0.17286017691020095,-0.11951417614314852,-0.1811529105960451,-0.031017240813320426,0.3741582751262945,0.12815115530554133,0.45274541190419254,0.11451478333366467,0.42788166743389133,-0.015436675563530339,0.39561236253294246,-0.16696270012698153,0.37372202778792135,-0.1146571098813021,0.5213752837049084,-0.20722133659797903,0.4995982535535858,-0.18922878869820906,0.03765898841436836,-0.08074791110036857,-0.0710064284324531,0.3873644348472911,-0.19280859358566008,-0.19883952397196558,-0.2274891047255012,-0.4328808039644101,-0.3481916242420519,-0.349201119781921,1.0,0.9117860889698289,0.9226942691387153,-0.18091778174075057,0.2282927858935465
Low_Dist,0.09345268407855199,0.059877981212707265,0.5051859923900032,0.419103619093282,-0.09504356903452044,0.16142085185679125,-0.06312661377125618,-0.16087874229335217,-0.10756856819542603,0.12535402644757057,0.028723117758307524,0.2952816435193242,0.07134380928093233,0.16267486704276884,-0.11494013462391968,0.16029802522910422,-0.2121827413542519,0.15570006502976697,-0.16049408031317058,0.3277591962893933,-0.1942889884734348,0.3141719784964101,-0.20331557173478235,-0.09244054718070999,-0.057117131278947665,-0.04631486892902048,0.3961088633477502,-0.13275479861276723,-0.13724295368731965,-0.1961192175273299,-0.24086635779643736,-0.1884315298106583,-0.1916409135924719,0.9117860889698289,1.0,0.7181661793338241,0.031535362948663534,0.6619466859480418
High_Dist,0.24923309472268185,-0.04489561465144402,0.36180670134988735,0.29607945630166804,-0.08185923426649706,0.18751096258364194,-0.1287797746196601,-0.18490536760848805,0.04895096397083396,0.4793198749468946,0.19784472846710846,0.5481148153860329,0.1816100635333525,0.47833487483118786,0.02913868645859191,0.4456105190587271,-0.1293106700247649,0.4220070034277787,-0.08192772375446969,0.5443124181438516,-0.2135417988272483,0.5201608318217144,-0.1997254281208784,0.12615488070644468,-0.0878869195684529,-0.08020872915047779,0.3851486357395724,-0.20111793499954858,-0.20703432212079043,-0.22787923955602693,-0.43363661021547567,-0.3586841409546698,-0.35733490141302326,0.9226942691387153,0.7181661793338241,1.0,-0.2732623112466573,0.028057402206903184
Teff,-0.3320858685205357,0.1784007329235609,-0.3888504359091313,-0.08535569062019004,0.008636686090283629,-0.0879263433285739,0.15936723047332108,-0.05112081311643789,-0.22836872021223276,-0.5311085287937015,-0.13886690610865643,-0.44742252324040266,-0.22437609334421316,-0.3493349521976394,-0.10970967527975552,-0.2798912326719058,-0.09328859055058376,-0.25148526424203427,-0.10302685210670626,-0.2644028408701668,0.2640848566859126,-0.29288006044222353,0.24163265959825925,-0.46162991695634,0.023531348143856424,0.016678934784502726,-0.1080771756113312,0.10696181192297625,0.10571080079081328,0.3063670411144604,0.8724467456601436,0.8057967075964341,0.8006121084565344,-0.18091778174075057,0.031535362948663534,-0.2732623112466573,1.0,0.2927696610987004
